Scheme Name,Plan,Category Name,Crisil Rating,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,Volatility,Sharpe_Ratio,Risk_Adjusted_Score,Return_STD,Consistency_Score,Return_Score,Composite_Score,Category_Rank,Overall_Rank
Aditya Birla Sun Life Dividend Yield Fund - Regular Plan - Growth,Regular,Dividend Yield Fund,1,1523.56,-0.0366,-0.0356,-0.0279,0.0256,-0.0335,0.1041,0.0406,0.1815,0.1782,0.1373,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.056563619,-104.2348439,85.21,0.058476859,89.81,29.21447485,64.19178994,4,220
Sundaram Dividend Yield Fund - Growth,Regular,Dividend Yield Fund,3,900.4,-0.0258,-0.0268,-0.0343,0.0172,-0.0332,0.1124,0.0369,0.1581,0.1378,0.1578,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.057579803,-102.2511321,85.51,0.050395585,91.22,25.08384819,63.05253928,5,261
Franklin India Dividend Yield Fund - Growth,Regular,Dividend Yield Fund,-,2416.87,-0.0419,-0.0366,-0.0287,0.0122,-0.029,0.0511,0.0276,0.1569,0.1648,0.161,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.036425746,-163.3158024,76.28,0.067150257,88.3,24.87202118,59.32280847,6,383
SBI Dividend Yield Fund - Regular Plan - Growth,Regular,Dividend Yield Fund,-,8912.6,-0.0307,-0.0229,-0.0225,0.0234,-0.0227,0.119,0.0568,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.058103655,-101.2156645,85.66,0.043982042,92.34,,,,
Kotak Dividend Yield Fund - Regular Plan - Growth,Regular,Dividend Yield Fund,-,215.21,-0.0279,-0.0211,,,,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.004808326,,,,,,,,
ICICI Prudential Balanced Advantage Fund - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,2,70343.4,-0.0164,-0.0162,-0.0186,0.0201,-0.0189,0.1251,0.0899,0.1304,0.1124,0.1183,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.057181445,-102.7413698,85.43,0.015704999,97.27,20.19417476,62.8876699,1,274
Aditya Birla Sun Life Balanced Advantage Fund - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,2,8899.24,-0.0166,-0.0174,-0.0198,0.0165,-0.0216,0.1171,0.0888,0.1262,0.1029,0.1143,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.054510623,-107.9220837,84.65,0.014414333,97.5,19.45278023,62.42611209,2,303
SBI Balanced Advantage Fund - Regular Plan - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,40202.72,-0.0191,-0.0126,-0.0101,0.0394,-0.0188,0.1098,0.0771,0.1352,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.051534636,-114.2959474,83.69,0.029126334,94.93,21.04148279,62.00259312,3,318
Axis Balanced Advantage Fund - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,3773.12,-0.0163,-0.0126,-0.0217,0.0173,-0.0231,0.0879,0.0851,0.142,0.1058,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.043102842,-137.1626488,80.23,0.026190965,95.44,22.24183583,61.59773433,4,328
Mirae Asset Balanced Advantage Fund - Regular Plan - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,2007.15,-0.015,-0.0074,-0.0071,0.0266,-0.0112,0.1161,0.0764,0.1261,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.050810196,-115.8015612,83.46,0.026287449,95.43,19.43512798,61.44105119,5,334
Nippon India Balanced Advantage Fund - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,9597.81,-0.0194,-0.0148,-0.0209,0.0074,-0.0204,0.097,0.071,0.1227,0.1009,0.1158,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.046417515,-127.1718239,81.74,0.020029903,96.52,18.83495146,61.01198058,6,354
Kotak Balanced Advantage Fund - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,17513.06,-0.0182,-0.0145,-0.0212,0.0099,-0.021,0.1009,0.0758,0.1112,0.0932,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.047949866,-123.0264122,82.37,0.014931259,97.41,16.80494263,60.65597705,7,364
Sundaram Balanced Advantage Fund - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,1705.37,-0.0218,-0.024,-0.0379,-0.0022,-0.0319,0.0785,0.0515,0.1022,0.0856,0.0798,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.043393398,-136.4608502,80.34,0.018286525,96.82,15.21624007,59.23449603,8,384
Franklin India Balanced Advantage Fund - Regular Plan - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,2849.51,-0.0161,-0.016,-0.0255,-0.0026,-0.0222,0.071,0.0604,0.1227,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.03656337,-162.1568268,76.46,0.033333017,94.2,18.83495146,58.73198058,9,388
Tata Balanced Advantage Fund - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,9401.5,-0.0209,-0.0154,-0.0214,0.0122,-0.0228,0.0802,0.0468,0.105,0.0935,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.040519251,-146.0984573,78.88,0.025179141,95.62,15.71050309,58.63420124,10,389
Canara Robeco Balanced Advantage Fund - Regular Plan - Growth,Regular,Dynamic Asset Allocation or Balanced Advantage,-,1271.58,-0.0213,-0.0222,-0.039,-0.0088,-0.0353,0.0732,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.041651026,-142.2966134,79.46,,,,,,
Axis Dynamic Bond Fund - Growth,Regular,Dynamic Bond Fund,4,1142.83,0.0008,0.0064,0.0099,0.0277,0.0085,0.0743,0.0733,0.0753,0.0633,0.0743,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.027517316,-215.3444054,68.42,0.004969909,99.15,10.46778464,54.45811386,1,479
Nippon India Dynamic Bond Fund - Growth,Regular,Dynamic Bond Fund,4,4077.62,0.0029,0.013,0.0131,0.0341,0.0165,0.0752,0.0786,0.0797,0.0649,0.0701,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.026249876,-225.7077312,66.86,0.006177783,98.93,11.24448367,54.23479347,2,490
Aditya Birla Sun Life Dynamic Bond Fund - Regular Plan - Growth,Regular,Dynamic Bond Fund,2,1856.7,0.001,0.0052,0.0091,0.0243,0.0073,0.0703,0.0726,0.0752,0.0691,0.064,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.026105223,-227.1461158,66.64,0.004195593,99.28,10.45013239,53.95605296,3,503
Aditya Birla Sun Life Dynamic Bond Fund - Regular Plan - Discipline Advantage Plan,Regular,Dynamic Bond Fund,-,1856.7,0.001,0.0052,0.0091,0.0243,0.0073,0.0703,0.0726,0.0752,0.0691,0.0639,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.026105223,-227.1461158,66.64,0.004232848,99.27,10.45013239,53.95305296,4,504
ICICI Prudential All Seasons Bond Fund - Growth,Regular,Dynamic Bond Fund,3,14826.27,-0.0001,0.0037,0.0111,0.0244,0.0073,0.0679,0.0732,0.0755,0.0653,0.0817,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.02537146,-233.8099549,65.63,0.006459257,98.89,10.50308914,53.55723566,5,527
Mirae Asset Dynamic Bond Fund - Regular Plan - Growth,Regular,Dynamic Bond Fund,4,115.53,0.001,0.0041,0.0109,0.025,0.0082,0.0672,0.0679,0.068,0.0505,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.024845684,-238.7859422,64.88,0.008607361,98.51,9.179170344,52.68866814,6,557
Kotak Dynamic Bond Fund - Regular Plan - Growth,Regular,Dynamic Bond Fund,3,2632.18,-0.0018,0.0006,0.0071,0.0221,0.0037,0.0572,0.0632,0.0735,0.0591,0.075,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.022408696,-265.2006141,60.89,0.008205791,98.58,10.15004413,51.90101765,7,586
SBI Dynamic Bond Fund - Regular Plan - Growth,Regular,Dynamic Bond Fund,3,4240.89,0.0024,0.0087,0.0091,0.0209,0.0116,0.0613,0.0647,0.0735,0.0594,0.0745,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.021574615,-275.2633166,59.37,0.006955717,98.8,10.15004413,51.51101765,8,595
Canara Robeco Dynamic Bond Fund - Regular Plan- Growth,Regular,Dynamic Bond Fund,1,99.79,0.0017,0.0079,0.0052,0.0146,0.0075,0.0392,0.0468,0.0558,0.0443,0.0612,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.01366154,-436.3197806,35.03,0.008902135,98.46,7.025595763,42.85723831,9,640
SBI ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,5,31861.52,-0.0373,-0.03,-0.0364,0.0033,-0.0458,0.1013,0.0752,0.2245,0.185,0.1571,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.05594724,-105.4332617,85.03,0.060792409,89.4,36.80494263,67.05097705,1,129
ICICI Prudential Long Term Wealth Enhancement Fund - Growth,Regular,ELSS,-,39.6,-0.0252,-0.0463,-0.0762,-0.0401,-0.0692,0.1238,0.0758,0.1792,0.1561,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.073961098,-79.44987525,88.95,0.044804864,92.19,28.80847308,65.86538923,2,165
Nippon India ELSS Tax Saver Fund - Growth,Regular,ELSS,3,14881.42,-0.0316,-0.0224,-0.0339,0.0042,-0.0262,0.1447,0.0735,0.1728,0.1497,0.1204,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.069411613,-84.35620149,88.21,0.037735222,93.43,27.67872904,65.56349162,3,174
Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,4,26111.95,-0.0367,-0.0334,-0.0533,-0.0034,-0.0543,0.1426,0.0808,0.1635,0.1338,0.1777,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.075300874,-77.78661345,89.2,0.037158,93.53,26.03706973,65.23382789,4,187
ICICI Prudential ELSS Tax Saver Fund - Growth,Regular,ELSS,4,14244.89,-0.03,-0.0293,-0.0483,-0.0156,-0.043,0.1306,0.0786,0.1614,0.1336,0.1389,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.067865858,-86.48531357,87.89,0.030458693,94.7,25.66637246,65.04354898,5,193
Tata ELSS Fund - Regular Plan - Growth,Regular,ELSS,3,4566.01,-0.0331,-0.0192,-0.0288,0.0292,-0.0327,0.1446,0.0867,0.1568,0.1342,0.1477,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.070035391,-83.60630121,88.32,0.027646067,95.19,24.85436893,64.99474757,6,194
Aditya Birla Sun Life ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,3,14992.71,-0.0319,-0.0351,-0.0482,-0.0135,-0.0428,0.1363,0.0805,0.1501,0.0851,0.115,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.070651445,-82.99476406,88.42,0.030647838,94.66,23.67166814,64.39266726,7,214
Canara Robeco ELSS Tax Saver Fund - Regular Plan - Growth,Regular,ELSS,3,8721.21,-0.0315,-0.0228,-0.0356,-0.003,-0.0338,0.1313,0.0738,0.1489,0.1268,0.1548,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.065064665,-90.19795884,87.33,0.032020103,94.43,23.45984113,63.91193645,8,231
Franklin India ELSS Tax Saver Fund - Growth,Regular,ELSS,3,6440.15,-0.0246,-0.0257,-0.0536,-0.0178,-0.0457,0.0852,0.0567,0.1743,0.1472,0.1367,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.050352438,-117.4679966,83.21,0.047919589,91.65,27.9435128,63.63540512,9,239
Sundaram ELSS Tax Saver Fund - Growth,Regular,ELSS,4,1348.11,-0.0328,-0.0317,-0.0503,-0.0158,-0.0529,0.1136,0.0669,0.1461,0.1327,0.1471,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.062848222,-93.66056539,86.81,0.033276448,94.21,22.96557811,63.49223124,10,243
Kotak ELSS Tax Saver Fund - Growth,Regular,ELSS,2,6301.13,-0.0334,-0.0266,-0.0371,-0.0067,-0.0333,0.1235,0.0538,0.1479,0.1373,0.1515,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.062569535,-93.91950943,86.77,0.040079421,93.02,23.28331862,63.25032745,11,252
Axis ELSS Tax Saver Fund - Growth,Regular,ELSS,2,32930.15,-0.0325,-0.0215,-0.0415,-0.0222,-0.0331,0.0963,0.0807,0.1491,0.0844,0.1269,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.052168666,-113.1656318,83.86,0.02951359,94.86,23.49514563,63.01405825,12,264
UTI ELSS Tax Saver Fund - Growth,Regular,ELSS,2,3613.07,-0.0303,-0.0293,-0.0541,-0.0199,-0.0514,0.0926,0.065,0.1332,0.108,0.1284,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.054576845,-108.2400423,84.6,0.027859433,95.15,20.68843778,62.20037511,13,311
Mirae Asset Equity Savings Fund - Growth,Regular,Equity Savings,-,1886.81,-0.0115,-0.005,-0.0012,0.0281,-0.006,0.1126,0.0823,0.1147,0.095,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.047710712,-123.3978661,82.31,0.015360664,97.33,17.4227714,60.86110856,1,359
Kotak Equity Savings Fund - Growth,Regular,Equity Savings,-,9618.75,-0.0116,-0.0052,-0.0155,0.0189,-0.0182,0.0979,0.0704,0.1086,0.0969,0.0942,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.044591692,-132.3587361,80.96,0.01407995,97.56,16.34598411,60.09439365,2,376
SBI Equity Savings Fund - Regular Plan - Growth,Regular,Equity Savings,-,5816.31,-0.0089,-0.0063,-0.0064,0.0122,-0.0061,0.0963,0.0682,0.1123,0.0886,0.0902,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.041307368,-142.9212332,79.36,0.015874098,97.24,16.99911739,59.77964695,3,379
UTI Equity Savings Fund - Growth,Regular,Equity Savings,-,819.99,-0.0115,-0.0098,-0.0058,0.0347,-0.0101,0.0825,0.0684,0.106,0.0942,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.038229866,-154.7873585,77.57,0.016089826,97.2,15.8870256,58.78581024,4,387
Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,Regular,Equity Savings,-,1047.02,-0.0057,-0.0026,-0.0009,0.0284,-0.0026,0.09,0.0789,0.0958,0.0701,0.0833,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.037575134,-157.2848698,77.19,0.009927588,98.28,14.08649603,58.27559841,5,395
Sundaram Equity Savings Fund - Growth Accumulation Plan,Regular,Equity Savings,1,1195.2,-0.0143,-0.015,-0.0223,0.0031,-0.0195,0.0699,0.068,0.1084,0.0976,0.096,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.03521945,-168.3757123,75.52,0.018027257,96.87,16.31067961,58.24127184,6,396
Axis Equity Savings Fund - Growth,Regular,Equity Savings,-,904.9,-0.0106,-0.0093,-0.0128,0.0117,-0.0128,0.0742,0.059,0.1001,0.079,0.087,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.034342491,-172.5500941,74.89,0.015236076,97.35,14.84554281,57.61021712,7,403
Nippon India Equity Savings Fund - Growth,Regular,Equity Savings,-,933.24,-0.0065,-0.0029,0.0019,0.0238,-0.0007,0.0762,0.0573,0.0883,0.0728,0.0514,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.031695741,-186.8957723,72.72,0.014876323,97.42,12.76257723,56.14703089,8,422
ICICI Prudential Equity Savings Fund - Growth,Regular,Equity Savings,-,18077.59,-0.0043,-0.0078,-0.0103,0.0145,-0.0129,0.0696,0.0677,0.0823,0.0768,0.0849,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.031652277,-187.3609257,72.65,0.007567232,98.69,11.70344219,56.08337688,9,424
Tata Equity Savings Fund - Regular Plan - Growth,Regular,Equity Savings,2,284.62,,,,,,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,,,,,,,,,
Aditya Birla Sun Life Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,4,24700.43,-0.0307,-0.0285,-0.0386,0.0222,-0.0434,0.1626,0.1023,0.1778,0.1374,0.1506,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.079678144,-73.26224847,89.89,0.02868585,95.01,28.56134157,66.89453663,1,133
ICICI Prudential Flexicap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,5,19681.19,-0.0352,-0.0293,-0.0536,-0.0177,-0.045,0.1674,0.0879,0.1851,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.084025726,-69.4144551,90.47,0.051770938,90.98,29.84995587,66.37498235,2,148
Kotak Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,3,56478.65,-0.0289,-0.0256,-0.0173,0.0244,-0.0175,0.1716,0.0959,0.1695,0.1319,0.1499,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.077769593,-74.94445761,89.63,0.031251208,94.56,27.09620477,66.09548191,3,156
Tata Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,4,3629.9,-0.0338,-0.0289,-0.0477,-0.0201,-0.0492,0.1185,0.0852,0.1601,0.1186,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.06402437,-91.8634571,87.08,0.030669311,94.66,25.4368932,64.69675728,4,205
Mirae Asset Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,-,3565.03,-0.0306,-0.0281,-0.0441,0.0047,-0.0469,0.1541,0.0778,0.1605,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.076974656,-75.94577623,89.48,0.04601076,91.98,25.50750221,64.64100088,5,209
Franklin India Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,3,19528.04,-0.0259,-0.0225,-0.0448,-0.0064,-0.0393,0.1015,0.0654,0.1788,0.1524,0.1445,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.054476919,-108.2752135,84.6,0.044910767,92.18,28.73786408,64.52914563,6,211
Canara Robeco Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,3,13327.37,-0.0305,-0.029,-0.0496,-0.0243,-0.0452,0.1298,0.0756,0.1484,0.1249,0.1501,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.068287734,-85.96272893,87.97,0.030158299,94.75,23.37157988,64.16463195,7,221
Axis Flexi Cap Fund - Growth,Regular,Flexi Cap Fund,2,12639.37,-0.027,-0.0137,-0.0381,-0.0288,-0.0218,0.1272,0.0887,0.1506,0.1033,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.063011131,-93.20257992,86.88,0.027207658,95.26,23.75992939,64.14597176,8,222
Sundaram Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,3,2050.72,-0.0327,-0.0316,-0.05,-0.0158,-0.0527,0.116,0.0697,0.1399,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.063729229,-92.3281211,87.01,0.035690662,93.78,21.87113857,62.98545543,9,265
Nippon India Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,2,9195.06,-0.0321,-0.0254,-0.0551,-0.0324,-0.0534,0.0983,0.0467,0.1523,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.057629486,-102.4076458,85.48,0.052804545,90.8,24.06001765,62.50800706,10,296
SBI Flexi Cap Fund - Regular Plan - Growth,Regular,Flexi Cap Fund,3,23147.51,-0.0444,-0.036,-0.0584,-0.0168,-0.0587,0.0921,0.0499,0.1256,0.1068,0.1314,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.05727033,-103.1581279,85.37,0.03260848,94.32,19.34686673,61.64574669,11,326
